,Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,s-gene_location,gene_length,protein_id,protein_length
1972,MT293212,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens,,2020-03-19,[21546:25368](+),3822,QIU81597.1,1273
1973,MT293213,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: WA,Homo sapiens,,2020-03-19,[21553:25375](+),3822,QIU81609.1,1273
1974,MT293214,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29801,USA: WA,Homo sapiens,,2020-03-19,[21499:25321](+),3822,QIU81621.1,1273
1975,MT293215,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: WA,Homo sapiens,,2020-03-19,[21538:25360](+),3822,QIU81633.1,1273
1976,MT293216,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: WA,Homo sapiens,,2020-03-19,[21538:25360](+),3822,QIU81645.1,1273
1977,MT293217,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29273,USA: WA,Homo sapiens,,2020-03-17,[20932:24754](+),3822,QIU81657.1,1273
1978,MT293218,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: WA,Homo sapiens,,2020-03-18,[21531:25353](+),3822,QIU81669.1,1273
1979,MT293219,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,USA: WA,Homo sapiens,,2020-03-18,[21546:25368](+),3822,QIU81681.1,1273
1980,MT293220,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-18,[21531:25353](+),3822,QIU81693.1,1273
1981,MT293221,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29559,USA: WA,Homo sapiens,,2020-03-18,[21278:25100](+),3822,QIU81705.1,1273
1982,MT293222,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens,,2020-03-18,[21502:25324](+),3822,QIU81717.1,1273
1983,MT293223,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: WA,Homo sapiens,,2020-03-18,[21505:25327](+),3822,QIU81729.1,1273
1984,MT293224,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: WA,Homo sapiens,,2020-03-18,[21537:25359](+),3822,QIU81741.1,1273
1985,MT293225,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-18,[21538:25360](+),3822,QIU81753.1,1273
1986,MT295464,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,Homo sapiens,,2020-03-10,[21551:25373](+),3822,QIU81898.1,1273
1987,MT295465,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA,Homo sapiens,,2020-03-27,[21552:25374](+),3822,QIU81910.1,1273
1988,MT276323,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: RI,Homo sapiens,oronasopharynx,2020-02-28,[21562:25384](+),3822,QIT06879.1,1273
1989,MT276324,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: CA,Homo sapiens,oronasopharynx,2020-02-26,[21562:25384](+),3822,QIT06891.1,1273
1990,MT276325,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-02-27,[21562:25384](+),3822,QIT06903.1,1273
1991,MT276326,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-02-29,[21562:25384](+),3822,QIT06915.1,1273
1992,MT276327,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-02-29,[21562:25384](+),3822,QIT06927.1,1273
1993,MT276328,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: OR,Homo sapiens,oronasopharynx,2020-02-27,[21562:25384](+),3822,QIT06939.1,1273
1994,MT276329,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,2020-02-28,[21562:25384](+),3822,QIT06951.1,1273
1995,MT276330,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,2020-02-28,[21562:25384](+),3822,QIT06963.1,1273
1996,MT276331,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: TX,Homo sapiens,oronasopharynx,2020-02-29,[21562:25384](+),3822,QIT06975.1,1273
1997,MT276597,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,Israel,Homo sapiens,,2020-02,[21542:25364](+),3822,QIT06987.1,1273
1998,MT276598,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,Israel,Homo sapiens,,2020-03,[21566:25388](+),3822,QIT06999.1,1273
1999,MT262896,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60299.1,1273
2000,MT262897,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60309.1,1273
2001,MT262898,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60319.1,1273
2002,MT262899,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60329.1,1273
2003,MT262900,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60339.1,1273
2004,MT262901,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60349.1,1273
2005,MT262902,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60359.1,1273
2006,MT262903,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60369.1,1273
2007,MT262904,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60379.1,1273
2008,MT262905,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60389.1,1273
2009,MT262906,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60399.1,1273
2010,MT262907,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60409.1,1273
2011,MT262908,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60419.1,1273
2012,MT262909,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60429.1,1273
2013,MT262910,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60439.1,1273
2014,MT262911,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60449.1,1273
2015,MT262912,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60459.1,1273
2016,MT262913,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60469.1,1273
2017,MT262914,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60479.1,1273
2018,MT262915,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60489.1,1273
2019,MT262916,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60499.1,1273
2020,MT262993,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,Pakistan: KPK,Homo sapiens,oronasopharynx,2020-03-12,[21526:25348](+),3822,QIS60276.1,1273
2021,MT263074,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,Peru,Homo sapiens,,2020-03-10,[21553:25375](+),3822,QIS60288.1,1273
2022,MT263381,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,USA: WA,Homo sapiens,,2020-03-23,[21555:25377](+),3822,QIS60510.1,1273
2023,MT263382,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: WA,Homo sapiens,,2020-03-23,[21549:25371](+),3822,QIS60522.1,1273
2024,MT263383,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: WA,Homo sapiens,,2020-03-24,[21456:25278](+),3822,QIS60534.1,1273
2025,MT263384,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: WA,Homo sapiens,,2020-03-23,[21461:25283](+),3822,QIS60546.1,1273
2026,MT263385,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29610,USA: WA,Homo sapiens,,2020-03-23,[21269:25091](+),3822,QIS60558.1,1273
2027,MT263386,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: CT,Homo sapiens,,2020-03-14,[21501:25323](+),3822,QIS60570.1,1273
2028,MT263387,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-16,[21500:25322](+),3822,QIS60582.1,1273
2029,MT263388,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29740,USA: WA,Homo sapiens,,2020-03-16,[21438:25260](+),3822,QIS60594.1,1273
2030,MT263389,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29454,USA: WA,Homo sapiens,,2020-03-16,[21113:24935](+),3822,QIS60606.1,1273
2031,MT263390,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29761,USA: WA,Homo sapiens,,2020-03-24,[21414:25236](+),3822,QIS60618.1,1273
2032,MT263391,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29911,USA: WA,Homo sapiens,,2020-03-16,[21558:25380](+),3822,QIS60630.1,1273
2033,MT263392,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: WA,Homo sapiens,,2020-03-24,[21541:25363](+),3822,QIS60642.1,1273
2034,MT263393,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29529,USA: WA,Homo sapiens,,2020-03-14,[21189:25011](+),3822,QIS60654.1,1273
2035,MT263394,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29697,USA: WA,Homo sapiens,,2020-03-14,[21397:25219](+),3822,QIS60666.1,1273
2036,MT263395,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,USA: WA,Homo sapiens,,2020-03-14,[21556:25378](+),3822,QIS60678.1,1273
2037,MT263396,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-03-13,[21562:25384](+),3822,QIS60690.1,1273
2038,MT263397,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29601,USA: WA,Homo sapiens,,2020-03-24,[21261:25083](+),3822,QIS60702.1,1273
2039,MT263398,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,USA: WA,Homo sapiens,,2020-03-24,[21544:25366](+),3822,QIS60714.1,1273
2040,MT263399,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: WA,Homo sapiens,,2020-03-24,[21531:25353](+),3822,QIS60726.1,1273
2041,MT263400,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-23,[21500:25322](+),3822,QIS60738.1,1273
2042,MT263401,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29473,USA: WA,Homo sapiens,,2020-03-15,[21182:25004](+),3822,QIS60750.1,1273
2043,MT263402,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens,,2020-03-23,[21531:25353](+),3822,QIS60762.1,1273
2044,MT263403,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens,,2020-03-16,[21531:25353](+),3822,QIS60774.1,1273
2045,MT263404,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-24,[21531:25353](+),3822,QIS60786.1,1273
2046,MT263405,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: WA,Homo sapiens,,2020-03-16,[21506:25328](+),3822,QIS60798.1,1273
2047,MT263406,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: MN,Homo sapiens,,2020-03-13,[21538:25360](+),3822,QIS60810.1,1273
2048,MT263407,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29575,USA: CT,Homo sapiens,,2020-03-14,[21286:25108](+),3822,QIS60822.1,1273
2049,MT263408,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: WA,Homo sapiens,,2020-03-24,[21502:25324](+),3822,QIS60834.1,1273
2050,MT263409,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29443,USA: WA,Homo sapiens,,2020-03-13,[21197:25019](+),3822,QIS60846.1,1273
2051,MT263410,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-16,[21530:25352](+),3822,QIS60858.1,1273
2052,MT263411,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: CT,Homo sapiens,,2020-03-14,[21511:25333](+),3822,QIS60870.1,1273
2053,MT263412,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-16,[21489:25311](+),3822,QIS60882.1,1273
2054,MT263413,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-16,[21531:25353](+),3822,QIS60894.1,1273
2055,MT263414,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: WA,Homo sapiens,,2020-03-24,[21489:25311](+),3822,QIS60906.1,1273
2056,MT263415,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: MN,Homo sapiens,,2020-03-13,[21488:25310](+),3822,QIS60918.1,1273
2057,MT263416,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: WA,Homo sapiens,,2020-03-16,[21513:25335](+),3822,QIS60930.1,1273
2058,MT263417,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-24,[21537:25359](+),3822,QIS60942.1,1273
2059,MT263418,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,USA: WA,Homo sapiens,,2020-03-16,[21539:25361](+),3822,QIS60954.1,1273
2060,MT263419,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens,,2020-03-16,[21513:25335](+),3822,QIS60966.1,1273
2061,MT263420,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-20,[21531:25353](+),3822,QIS60978.1,1273
2062,MT263421,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: WA,Homo sapiens,,2020-03-24,[21559:25381](+),3822,QIS60990.1,1273
2063,MT263422,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: WA,Homo sapiens,,2020-03-16,[21488:25310](+),3822,QIS61002.1,1273
2064,MT263423,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-23,[21488:25310](+),3822,QIS61014.1,1273
2065,MT263424,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: WA,Homo sapiens,,2020-03-24,[21506:25328](+),3822,QIS61026.1,1273
2066,MT263425,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-24,[21500:25322](+),3822,QIS61038.1,1273
2067,MT263426,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29792,USA: WA,Homo sapiens,,2020-03-16,[21451:25273](+),3822,QIS61050.1,1273
2068,MT263427,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: WA,Homo sapiens,,2020-03-16,[21469:25291](+),3822,QIS61060.1,1273
2069,MT263428,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29778,USA: IL,Homo sapiens,,2020-03-13,[21438:25260](+),3822,QIS61074.1,1273
2070,MT263429,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,USA: IL,Homo sapiens,,2020-03-13,[21549:25371](+),3822,QIS61086.1,1273
2071,MT263430,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: WA,Homo sapiens,,2020-03-24,[21497:25319](+),3822,QIS61098.1,1273
2072,MT263431,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-24,[21523:25345](+),3822,QIS61110.1,1273
2073,MT263432,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-24,[21514:25336](+),3822,QIS61122.1,1273
2074,MT263433,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: IL,Homo sapiens,,2020-03-13,[21531:25353](+),3822,QIS61134.1,1273
2075,MT263434,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-24,[21488:25310](+),3822,QIS61146.1,1273
2076,MT263435,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-24,[21544:25366](+),3822,QIS61158.1,1273
2077,MT263436,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: WA,Homo sapiens,,2020-03-24,[21536:25358](+),3822,QIS61170.1,1273
2078,MT263437,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-14,[21531:25353](+),3822,QIS61182.1,1273
2079,MT263438,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA,Homo sapiens,,2020-03,[21531:25353](+),3822,QIS61194.1,1273
2080,MT263439,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-24,[21530:25352](+),3822,QIS61206.1,1273
2081,MT263440,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-24,[21511:25333](+),3822,QIS61218.1,1273
2082,MT263441,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: WA,Homo sapiens,,2020-03-24,[21458:25280](+),3822,QIS61230.1,1273
2083,MT263442,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: WA,Homo sapiens,,2020-03-24,[21479:25301](+),3822,QIS61242.1,1273
2084,MT263443,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-24,[21535:25357](+),3822,QIS61254.1,1273
2085,MT263444,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens,,2020-03-20,[21528:25350](+),3822,QIS61266.1,1273
2086,MT263445,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-24,[21560:25382](+),3822,QIS61278.1,1273
2087,MT263446,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-24,[21556:25378](+),3822,QIS61290.1,1273
2088,MT263447,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-14,[21528:25350](+),3822,QIS61302.1,1273
2089,MT263448,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-16,[21488:25310](+),3822,QIS61314.1,1273
2090,MT263449,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-24,[21489:25311](+),3822,QIS61326.1,1273
